uts,utc_time,artist,artist_mbid,album,album_mbid,track,track_mbid
"1718833345","19 Jun 2024, 21:42","Snail Mail","86cd4d38-857c-42bd-a5da-9acedcab1e01","The 2nd Most Beautiful Girl In The World","947c58c7-83ee-4abc-b4bd-023b5c8d5d7f","The 2nd Most Beautiful Girl In The World","0662ad9e-1952-4799-ba40-48e32ede9075"
"1718833208","19 Jun 2024, 21:40","Great Grandpa","fe920df0-e56d-4556-84c4-11f530ec4abc","Four Of Arrows","0294e16d-6615-486e-b7db-bae383b0e23b","Treat Jar","68dc9cba-e8f5-45e1-abf8-b8dd7192e38f"
"1718833070","19 Jun 2024, 21:37","Snarls","dee28af0-55de-478a-91fd-c34c4e6df4c2","Burst","447a1393-03c5-4115-aeed-049e6bf51368","Marbles","de104fce-2254-48bb-8ea9-b7ee1294ebf7"
"1718832915","19 Jun 2024, 21:35","Great Grandpa","fe920df0-e56d-4556-84c4-11f530ec4abc","Four Of Arrows","0294e16d-6615-486e-b7db-bae383b0e23b","Treat Jar","68dc9cba-e8f5-45e1-abf8-b8dd7192e38f"
"1718761723","19 Jun 2024, 01:48","Baby Keem","81d12ca7-5b89-4d21-8736-860b7400b4eb","The Melodic Blue","7c1aa446-6ec0-4df5-a867-16a4bf6548ef","family ties (with Kendrick Lamar)","799489e7-15b7-47a2-b1e0-fff887987968"
"1718761573","19 Jun 2024, 01:46","Quinn","","Interstate185","","80mph",""
"1718761467","19 Jun 2024, 01:44","Matt OX","5ccb759f-2cdf-40b3-93f9-883ce3cd9ea8","Overwhelming","743adc39-a9f2-465d-a872-b55b6e9f03d9","Overwhelming","8c1741d4-1c29-4d20-a6ad-1b1421b979fb"
"1718761180","19 Jun 2024, 01:39","Better Oblivion Community Center","9861b813-3e8e-4e3a-b5ec-78ac6280489a","Better Oblivion Community Center","","My City","1e68b967-8feb-423b-92e0-4b703724230b"
"1718761068","19 Jun 2024, 01:37","Free Cake For Every Creature","16f0ea6f-908f-4dcf-b0e0-473ce60b584e","Talking Quietly Of Anything With You","0d5e20f3-c176-466b-a58b-ffd3cafebdbe","All You Gotta Be When You're 23 is Yourself","a3a6cf5f-2717-42f5-bfe5-cbf1066d414a"
"1718760946","19 Jun 2024, 01:35","Charly Bliss","6069d86f-ca46-48a5-bb34-77d21f6e3d0a","Guppy","55af8664-2b7f-4ee2-93b7-78309873999e","Ruby","13ce0d51-d273-4f80-a184-07b9a41bae0e"
"1718730946","18 Jun 2024, 17:15","Kendrick Lamar","381086ea-f511-4aba-bdf9-71c753dc5077","good kid, m.A.A.d city (Deluxe)","","Swimming Pools (Drank) (extended version)","06f1c44e-e3dc-4fed-ac63-833608c675e3"
"1718730684","18 Jun 2024, 17:11","Beck","","Guero","307f0bba-78db-439a-94cf-e6d47dadbb09","E-Pro","13912ef8-31e7-3c70-89a5-5de42833a188"
"1718730525","18 Jun 2024, 17:08","Team Mekano","","Mekanoworld.xyz","fd100219-a2a4-486e-8481-cc9c4bd4204f","Eon RipOff$$","b59cb85b-9ed4-468d-a454-80d83108a438"
"1718730445","18 Jun 2024, 17:07","Kaizo Slumber","","How Are We Feeling Today?","004a0528-1527-43d9-81b1-cfd5078c324b","NAPALM STICKS TO KIDS","5610c756-387a-4e75-95ab-8a5256f38329"
"1718730335","18 Jun 2024, 17:05","d0llywood1","","ihonestlymightjustgiveup","","ihonestlymightjustgiveup",""
"1718730146","18 Jun 2024, 17:02","Underscores","","fishmonger","7b10301a-3a74-4d5d-8312-443389d0b4ec","Spoiled little brat","2d295ecc-de04-4dd7-9a18-feb81f607b18"
"1718730028","18 Jun 2024, 17:00","purity filter","","DOPAMINE/WISTERIA","","DOPAMINE",""
"1718729800","18 Jun 2024, 16:56","The Strokes","","Room on Fire","0a2e2459-d814-44b6-a5e9-575b666020cb","Reptilia","8f9dec01-c479-4ad4-96b5-0950a97c1a91"
"1718729708","18 Jun 2024, 16:55","Thundercat","044fd265-79dd-43eb-afc4-8b20becf7e17","It Is What It Is","0bb16545-9846-4c07-8863-222bf908a0e2","Funny Thing","21764a94-3e25-4d75-b983-e55adf12bb79"
"1718729489","18 Jun 2024, 16:51","Hippo Campus","cf9655a8-ce1e-414e-9843-de1c4a60830d","Landmark","112cc2be-5371-448f-9a19-a8ac4df9a562","Way It Goes","002c2046-4207-499d-b08c-38eca092d67c"
"1718729314","18 Jun 2024, 16:48","Reneé Rapp","e4378b7a-6138-441a-aa34-50e11a562066","Snow Angel","","Talk Too Much","6abae56c-f6c3-4529-b19b-503905d1428f"
"1718729146","18 Jun 2024, 16:45","Better Oblivion Community Center","9861b813-3e8e-4e3a-b5ec-78ac6280489a","Little Trouble b/w Sleepwalkin' (Daydreamin' Version)","6eee0591-0204-42d7-a446-f2090d5b967a","Little Trouble","9c565605-70d8-45f4-a5cc-83c2c2fbc359"
"1718728962","18 Jun 2024, 16:42","Saoirse Dream","af0c4afb-8717-4dad-b453-6b015c0d8bdc","i want it all (trophy)","","i want it all (trophy)",""
"1718653983","17 Jun 2024, 19:53","j3dno","","back there","","back there",""
"1718653602","17 Jun 2024, 19:46","Slow Pulp","00505f51-68a8-45fc-b6d6-51be64751378","At Home","03ff0bc0-3e99-4627-83c3-67e59f7820a6","At Home","094fdf78-26b9-43d2-a9f5-a8ac31df1120"
"1718653491","17 Jun 2024, 19:44","Free Cake For Every Creature","16f0ea6f-908f-4dcf-b0e0-473ce60b584e","Talking Quietly Of Anything With You","0d5e20f3-c176-466b-a58b-ffd3cafebdbe","first summer in a city","18abc99f-c905-4233-bdab-252bf287d59a"
"1718653366","17 Jun 2024, 19:42","Free Cake For Every Creature","16f0ea6f-908f-4dcf-b0e0-473ce60b584e","Talking Quietly Of Anything With You","0d5e20f3-c176-466b-a58b-ffd3cafebdbe","first summer in a city","18abc99f-c905-4233-bdab-252bf287d59a"
"1718653200","17 Jun 2024, 19:40","Free Cake For Every Creature","16f0ea6f-908f-4dcf-b0e0-473ce60b584e","Talking Quietly Of Anything With You","0d5e20f3-c176-466b-a58b-ffd3cafebdbe","first summer in a city","18abc99f-c905-4233-bdab-252bf287d59a"
"1718653081","17 Jun 2024, 19:38","Free Cake For Every Creature","16f0ea6f-908f-4dcf-b0e0-473ce60b584e","Talking Quietly Of Anything With You","0d5e20f3-c176-466b-a58b-ffd3cafebdbe","first summer in a city","18abc99f-c905-4233-bdab-252bf287d59a"
"1718652871","17 Jun 2024, 19:34","Momma","a17342a6-e661-4874-9687-957caf010377","Household Name","acd6ac10-09cd-42c8-835f-a3760ad2cb85","Rockstar","9a727d3d-37b1-41aa-82c7-3efe4cedda9e"
"1718652675","17 Jun 2024, 19:31","The Beths","4c74fc48-8108-4556-87af-154af74f2ce5","Jump Rope Gazers","6f858ace-36fc-41b7-b95a-18d196583847","Out of Sight","40a1813e-71f8-4212-95af-fe417e6c7e54"
"1718652541","17 Jun 2024, 19:29","Indigo De Souza","a8d894ce-0e6b-4ddd-a49b-46f6330a590f","All of This Will End","6e3f8936-81e2-4bdd-b19b-76f180a3225a","You Can Be Mean","d6001726-5cb3-4837-a9bb-9f01bc12e074"
"1718652360","17 Jun 2024, 19:26","JPEGMAFIA","c42e60f4-4520-4954-b6e4-82bbdf532c11","OFFLINE!","1fd3b168-2e39-4630-ad16-6329a2c2712a","HAZARD DUTY PAY!","5b482768-8cba-4588-a851-b07dbcf36800"
"1718652211","17 Jun 2024, 19:23","DANGERDOOM","be0cb2f2-71c3-4e95-a584-c19248951ff4","The Mouse & The Mask","a8185e3b-47fe-4fd0-a567-167bf3423386","El Chupa Nibre","05010b9f-dc58-318f-a90e-63af54a77616"
"1718643166","17 Jun 2024, 16:52","Indigo De Souza","a8d894ce-0e6b-4ddd-a49b-46f6330a590f","I Love My Mom","f22c1706-e91b-497f-93e7-609dd4cf74e2","Take Off Ur Pants","a6016563-3366-4f1a-9a33-f56ce56431a5"
"1718643045","17 Jun 2024, 16:50","Ian","890b6c4f-583b-4c6f-a42a-a07b923abc49","Valedictorian","3af469c3-2d64-4bc7-bf8d-a6b409304df5","Never Stop","f6fc70f6-481b-4c0a-9302-ee7b9b7bdc48"
"1718609492","17 Jun 2024, 07:31","Chappell Roan","56a55378-f155-48de-80a5-d80104221267","Good Luck, Babe!","3f6e621f-aefd-4597-8866-9072a1161ea6","Good Luck, Babe!","7194cfbb-36e7-48a1-b7aa-8dce21a0785a"
"1718609366","17 Jun 2024, 07:29","Bladee","cd689e77-dfdd-4f81-b50c-5e5a3f5e38a4","COLD VISIONS","d7d52cb9-0b8e-487a-b1fa-29d06e33ae65","YUNG SHERMAN (feat. Yung Sherman)",""
"1718609246","17 Jun 2024, 07:27","Charli XCX","260b6184-8828-48eb-945c-bc4cb6fc34ca","the 360 remix with robyn and yung lean","","the 360 remix with robyn and yung lean",""
"1718598490","17 Jun 2024, 04:28","Snail Mail","86cd4d38-857c-42bd-a5da-9acedcab1e01","The 2nd Most Beautiful Girl In The World","947c58c7-83ee-4abc-b4bd-023b5c8d5d7f","The 2nd Most Beautiful Girl In The World","0662ad9e-1952-4799-ba40-48e32ede9075"
"1718598354","17 Jun 2024, 04:25","Great Grandpa","fe920df0-e56d-4556-84c4-11f530ec4abc","Four Of Arrows","0294e16d-6615-486e-b7db-bae383b0e23b","Treat Jar","68dc9cba-e8f5-45e1-abf8-b8dd7192e38f"
"1718598225","17 Jun 2024, 04:23","Japanese Breakfast","8c529495-91f5-4e2f-b71b-adcb66878d04","Jubilee","7aa0673a-53b0-4cb8-9a94-9834b3c43b22","Savage Good Boy","ab506b58-43d1-486d-8f7f-4240d44d1a74"
"1718598068","17 Jun 2024, 04:21","Momma","a17342a6-e661-4874-9687-957caf010377","Household Name","acd6ac10-09cd-42c8-835f-a3760ad2cb85","Callin Me","971eef0d-a280-483f-bb17-9ae3ccc1c117"
"1718597902","17 Jun 2024, 04:18","Indigo De Souza","a8d894ce-0e6b-4ddd-a49b-46f6330a590f","All of This Will End","6e3f8936-81e2-4bdd-b19b-76f180a3225a","Smog","91ae7447-a0ad-42a5-88b7-f8b8e7278bb0"
"1718597080","17 Jun 2024, 04:04","Alice Gas","","leg room","","leg room",""
"1718596911","17 Jun 2024, 04:01","Alice Gas","","Diamonds on Meee","","Diamonds on Meee",""
"1718596694","17 Jun 2024, 03:58","Buckshot","","STRAWMAN","","STRAWMAN",""
"1718596605","17 Jun 2024, 03:56","Lieu","","cry","","cry",""
"1718596430","17 Jun 2024, 03:53","8485","68eae9ac-43a1-465f-97dd-ce5ea3cb9dc9","4real","","4Real",""
"1718592197","17 Jun 2024, 02:43","dsiboys","","Teenage Dirtbag","","Teenage Dirtbag",""
"1718592053","17 Jun 2024, 02:40","Bladee","cd689e77-dfdd-4f81-b50c-5e5a3f5e38a4","Icedancer","d98d0f2e-8fc2-421d-951d-7bd0d1565f74","Side by Side",""
"1718590117","17 Jun 2024, 02:08","Yeah Yeah Yeahs","584c04d2-4acc-491b-8a0a-e63133f4bfc4","Fever To Tell (Deluxe Remastered)","","Maps","46388d40-71c2-47e9-a37f-05fd0459c454"
"1718590111","17 Jun 2024, 02:08","Bladee","cd689e77-dfdd-4f81-b50c-5e5a3f5e38a4","Red Light","725f97cb-5e7a-4bbb-be43-c6500407a940","Westfield","c224509d-bbb4-4d44-8aff-27d86e64b1f1"
"1718583409","17 Jun 2024, 00:16","MIMIDEATH","","Effective. Power","5cfa8773-e8b4-4a5d-b858-4d8230aa27ed","calcium","60266b40-f9a9-4192-b212-de75dbc7f5f1"
"1718583261","17 Jun 2024, 00:14","Buckshot","2ff42e4d-ba2d-4fd4-8334-1eebb076bacc","Over the Hills","","OVER THE HILLS","067bb573-79c7-416a-84f3-4a204e6f18dd"
"1718582738","17 Jun 2024, 00:05","ericdoa","","movinglikeazombie (remix)","","movinglikeazombie - remix",""
"1718582545","17 Jun 2024, 00:02","Bladee","cd689e77-dfdd-4f81-b50c-5e5a3f5e38a4","The Fool","c766c578-2b32-4e96-b697-10eace5e662e","I Think...","41fea350-c420-4e6c-b04b-fa3605c79f33"
"1718582424","17 Jun 2024, 00:00","Saturn","a44efa31-2056-4582-bd0f-5cc4ad3f0336","L.S.D : LESS SUNNY DAYS","","Less Intro","9dd372ad-dc73-4b9d-8066-a87ac4b6b521"
"1718582219","16 Jun 2024, 23:56","Bladee","cd689e77-dfdd-4f81-b50c-5e5a3f5e38a4","Good Luck (Deluxe)","","Rainbow",""
"1718582191","16 Jun 2024, 23:56","Joyce Manor","945d3b69-27cd-45fa-b491-52553a63dead","s/t","","Constant Nothing","32476607-bfd7-3007-958d-706205cbddeb"
"1718576260","16 Jun 2024, 22:17","Joyce Manor","945d3b69-27cd-45fa-b491-52553a63dead","s/t","","Constant Nothing","32476607-bfd7-3007-958d-706205cbddeb"
"1718576176","16 Jun 2024, 22:16","Joyce Manor","945d3b69-27cd-45fa-b491-52553a63dead","s/t","","Constant Nothing","32476607-bfd7-3007-958d-706205cbddeb"
"1718569924","16 Jun 2024, 20:32","Charli XCX","260b6184-8828-48eb-945c-bc4cb6fc34ca","BRAT and it’s the same but there’s three more songs so it’s not","70f1b4e3-db24-4006-ab4e-5f8f1ae981cc","360","9e687f51-1fa6-4374-b9e0-2e3df630bcd5"
